NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_data_class
0.0,0.0,0.0,0.012690355329949238,0.024390243902439025,0.009036144578313254,0.012987012987012988,0.015228426395939085,0.012903225806451613,0.044715447154471545,0.33333333333333337,0.007385952208544533,0.00781702374059062,0.00881057268722467,1.0,0.0063775510204081625,0.04959422903516682,0.04,0.008537886872998933,1.0,0.75,0.0096051227321238,0.010040160642570281,0.022222222222222223,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.005089058524173028,0.05128205128205128,0.0,0.0,0.0,0.0,0.015228426395939085,0.0,0.0,0.0,0.0,0.031914893617021274,0.015306122448979591,0.0,0.0,0
0.0,0.0,0.0,0.0025380710659898475,0.07317073170731708,0.0,0.0,0.005076142131979695,0.025806451612903226,0.04200542005420054,0.33333333333333337,0.002172338884866039,0.002605674580196873,0.0,1.0,0.0063775510204081625,0.042380522993688004,0.04,0.0032017075773746,0.5,0.6666665,0.004268943436499467,0.020080321285140562,0.02962962962962963,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.023076923076923078,0.0,0.03571428571428571,0.005089058524173028,0.0,0.0,0.0,0.0,0.0,0.005076142131979695,0.0,0.0,0.0,0.0,0.010638297872340425,0.00510204081632653,0.0,0.0,0
0.0,0.0,0.0,0.015228426395939083,0.024390243902439025,0.006024096385542169,0.012987012987012988,0.017766497461928932,0.01935483870967742,0.044715447154471545,0.33333333333333337,0.00448950036205648,0.004921829762594094,0.00881057268722467,1.0,0.0063775510204081625,0.05049594229035167,0.04,0.0064034151547492,1.0,0.7857145,0.007470651013874067,0.0,0.014814814814814815,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,0.0,0.023076923076923078,0.0,0.0,0.010178117048346057,0.038461538461538464,0.0,0.0,0.0,0.0,0.017766497461928932,0.0,0.0,0.0,0.0,0.03723404255319149,0.017857142857142856,0.0,0.0,0
0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0025380710659898475,0.012903225806451613,0.044715447154471545,0.33333333333333337,0.0001448225923244026,0.0005790387955993051,0.0,1.0,0.0063775510204081625,0.043282236248872855,0.04,0.0,0.0,0.6666665,0.0010672358591248667,0.0,0.014814814814814815,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.0025380710659898475,0.0,0.0,0.0,0.0,0.005319148936170213,0.002551020408163265,0.0,0.0,0
0.0,0.0,0.0,0.0076142131979695426,0.024390243902439025,0.0,0.025974025974025976,0.01015228426395939,0.0064516129032258064,0.044715447154471545,0.33333333333333337,0.004634322954380883,0.00506658946149392,0.013215859030837006,1.0,0.0063775510204081625,0.04688908926961226,0.04,0.007470651013874067,1.0,0.75,0.008537886872998933,0.020080321285140562,0.02962962962962963,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.002544529262086514,0.038461538461538464,0.0,0.0,0.0,0.0,0.01015228426395939,0.0,0.0,0.0,0.0,0.02127659574468085,0.01020408163265306,0.0,0.0,0
0.0,0.0,0.0,0.0025380710659898475,0.04878048780487805,0.012048192771084338,0.025974025974025976,0.005076142131979695,0.0064516129032258064,0.03523035230352303,0.16666666666666666,0.0018826937002172338,0.0023161551823972205,0.013215859030837006,0.0,0.0063775510204081625,0.03606853020739405,0.04,0.0021344717182497338,1.0,0.75,0.0032017075773746,0.010040160642570281,0.022222222222222223,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.03571428571428571,0.005089058524173028,0.0,0.0,0.014084507042253521,0.0,0.0,0.0076142131979695426,0.002583979328165375,0.0,0.0,0.0025906735751295338,0.010638297872340425,0.00510204081632653,1.0,0.0,0
0.0,0.0,0.0,0.0076142131979695426,0.04878048780487805,0.0030120481927710845,0.03896103896103896,0.01015228426395939,0.01935483870967742,0.04336043360433604,0.33333333333333337,0.005792903692976104,0.00622466705269253,0.04405286343612335,1.0,0.007653061224489796,0.04688908926961226,0.04,0.010672358591248666,1.0,0.75,0.011739594450373533,0.035140562248995984,0.040740740740740744,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,0.0,0.023076923076923078,0.0,0.0,0.0076335877862595426,0.01282051282051282,0.0,0.0,0.0,0.0,0.01015228426395939,0.0,0.0,0.0,0.0,0.02127659574468085,0.01020408163265306,0.0,0.0,0
0.0,0.0,0.0,0.0076142131979695426,0.07317073170731708,0.0,0.0,0.01015228426395939,0.0064516129032258064,0.0013550135501355014,0.0,0.00333091962346126,0.0037637521713954833,0.0,1.0,0.0,0.0027051397655545534,0.04,0.0064034151547492,0.333333,1.0,0.007470651013874067,0.015060240963855422,0.02592592592592593,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.010178117048346057,0.0,0.0,0.0,0.0,0.0,0.01015228426395939,0.0,0.0,0.0,0.0,0.02127659574468085,0.007653061224489796,0.0,0.08333333333333333,0
0.0,0.0,0.0,0.005076142131979695,0.024390243902439025,0.0,0.012987012987012988,0.0076142131979695426,0.0064516129032258064,0.044715447154471545,0.33333333333333337,0.0030412744388124543,0.0034742327735958305,0.00881057268722467,1.0,0.0063775510204081625,0.04598737601442741,0.04,0.0032017075773746,1.0,0.8333335,0.004268943436499467,0.0066934337349397605,0.019753081481481485,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.005089058524173028,0.01282051282051282,0.0,0.0,0.0,0.0,0.0076142131979695426,0.0,0.0,0.0,0.0,0.015957446808510637,0.007653061224489796,0.0,0.0,0
0.0,0.0,0.0,0.012690355329949238,0.0975609756097561,0.015060240963855422,0.03896103896103896,0.015228426395939085,0.0064516129032258064,0.04200542005420054,0.33333333333333337,0.005937726285300506,0.006369426751592356,0.022026431718061675,0.2,0.008928571428571428,0.04598737601442741,0.04,0.013874066168623267,0.6,1.0,0.014941302027748134,0.026773755020080323,0.0345678962962963,0.019,0.01981833195706028,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.010178117048346057,0.0,0.0,0.04225352112676056,0.0,0.0,0.017766497461928932,0.0,0.0,0.0,0.0,0.03723404255319149,0.015306122448979591,1.0,0.0,0
