NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
0.08333333333333333,0.10526315789473684,0.011904761904761904,0.07692307692307693,0.08333333333333333,0.1,0.007662835249042145,0.0,0.0,0.023809523809523808,0.0,0.018867924528301886,0.5,0.0625,0.06666666666666667,0.04,0.0625,0.0,0.5,0.0,0.01639344262295082,0.0,0.02714932126696833,0.0,0.005780346820809248,0.01948051948051948,0.022935779816513763,0.009433962264150943,0.0,0.5,0.009297136481963555,0.009486742884942835,0.0004256307073208482,0.1,0.0,0.02631578947368421,0.017543859649122806,0.1,0.00905562742561449,0.4583333335,0.0,0.007751937984496124,0.006420545752808995,0.05161290322580645,0.027472527472527472,0.01972757162987318,0.03225806451612903,0.008716183414978597,0.015841584158415842,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.0,0.011904761904761904,0.07692307692307693,0.0,0.2,0.009578544061302681,0.014492753623188404,0.0,0.0,0.0,0.018867924528301886,1.0,0.0,0.016666666666666666,0.08,0.0,0.0,0.0,0.0,0.06557377049180328,0.0,0.13122171945701358,0.11016949152542374,0.023121387283236993,0.06493506493506494,0.10091743119266056,0.03773584905660377,0.18855218855218853,0.5,0.0695425808850874,0.07540744344441741,0.009394830521591084,0.057142857000000005,0.0,0.21052631578947367,0.3026315789473684,0.03333333333333333,0.0776196636481242,0.4719827585,0.840909091,0.06589147286821706,0.046441947550561816,0.09970674486021507,0.19780219780219782,0.09065288868013152,0.0,0.09221501390176089,0.07755775577557755,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.16666666666666666,0.0,0.011904761904761904,0.07692307692307693,0.0,0.1,0.003831417624521073,0.0,0.0,0.047619047619047616,0.0,0.018867924528301886,0.5,0.0625,0.03333333333333333,0.04,0.03125,0.0,1.0,0.017857142857142856,0.0,0.0,0.0,0.00847457627118644,0.0,0.006493506493506494,0.0045871559633027525,0.0,0.0016835016835016834,0.25,0.0,0.0007297494526879105,3.095496053242532e-05,1.0,0.0,0.019736842105263157,0.0014619883040935672,0.0,0.0,0.0,0.0,0.0012919896640826874,0.0,0.043010752688172046,0.19780219780219782,0.09065288868013152,0.0,0.09221501390176089,0.07755775577557755,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.0,0.011904761904761904,0.07692307692307693,0.0,0.2,0.003831417624521073,0.0,0.0,0.0,0.0,0.009433962264150943,0.5,0.0625,0.03333333333333333,0.04,0.03125,0.0,1.0,0.017857142857142856,0.0,0.0,0.0,0.00847457627118644,0.0,0.006493506493506494,0.0045871559633027525,0.0,0.0016835016835016834,0.25,0.00037188545927854225,0.0012162490878131842,3.095496053242532e-05,1.0,0.0,0.006578947368421052,0.0014619883040935672,0.0,0.0,0.0,0.0,0.0012919896640826874,0.0,0.043010752688172046,0.08791208791208792,0.04556129638327854,0.0,0.02577342336378481,0.037953795379537955,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.0,0.011904761904761904,0.07692307692307693,0.0,0.1,0.003831417624521073,0.0,0.0,0.0,0.0,0.0660377358490566,0.5,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01639344262295082,0.03571428571428571,0.06787330316742082,0.00847457627118644,0.04046242774566474,0.06493506493506494,0.06422018348623854,0.02830188679245283,0.01515151515151515,0.5,0.03607288955001859,0.04354171734371199,0.004952793685188052,0.305555556,0.0,0.06578947368421052,0.05847953216374269,0.03333333333333333,0.03880983182406209,0.427777778,1.0,0.03617571059431525,0.04213483146067415,0.08602150537634409,0.01098901098901099,0.010333489901362142,0.0,0.01041528752372126,0.007920792079207921,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.08333333333333333,0.05263157894736842,0.011904761904761904,0.07692307692307693,0.041666666666666664,0.1,0.003831417624521073,0.0,0.0,0.023809523809523808,0.0,0.02830188679245283,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.017857142857142856,0.00819672131147541,0.0,0.01809954751131222,0.00847457627118644,0.017341040462427744,0.03896103896103896,0.01834862385321101,0.009433962264150943,0.0016835016835016834,0.25,0.01171439196727408,0.01070299197275602,0.0005958829902491875,0.5,0.0,0.05921052631578947,0.024853801169590642,0.03333333333333333,0.01164294954721863,0.375,0.875,0.0103359173126615,0.0449438202247191,0.08602150537634409,0.08241758241758242,0.0361672146547675,0.010752688172043012,0.019021139503067216,0.028052805280528052,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.0,0.011904761904761904,0.07692307692307693,0.0,0.1,0.007662835249042145,0.007246376811594203,0.0,0.0,0.0,0.018867924528301886,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.017857142857142856,0.4672131147540984,0.03571428571428571,0.579185520361991,0.0,0.12716763005780346,0.16233766233766234,0.3302752293577982,0.20754716981132074,0.0,0.25,0.23056898475269616,0.20287034784723912,0.08792756539235412,0.028635682000000003,0.02427184466019417,0.18421052631578946,0.30116959064327486,0.16666666666666666,0.34670116429495473,0.49298650549999995,0.0,0.22997416020671835,0.04877623901123597,0.10633213858064518,0.17582417582417584,0.24330671676843588,0.11827956989247312,0.13224325874928283,0.23861386138613863,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.16666666666666666,0.05263157894736842,0.011904761904761904,0.07692307692307693,0.041666666666666664,0.1,0.003831417624521073,0.0,0.0,0.047619047619047616,0.0,0.02830188679245283,0.5,0.0,0.016666666666666666,0.04,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0045871559633027525,0.0,0.008417508417508417,0.5,0.0011156563778356265,0.0021892483580637314,2.321622039931899e-05,1.0,0.0,0.019736842105263157,0.007309941520467836,0.03333333333333333,0.0,0.0,1.0,0.0012919896640826874,0.0,0.043010752688172046,0.17582417582417584,0.24330671676843588,0.11827956989247312,0.13224325874928283,0.23861386138613863,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.05263157894736842,0.011904761904761904,0.07692307692307693,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.5,0.0,0.0,0.04,0.0,0.0,0.0,0.017857142857142856,0.03278688524590164,0.07142857142857142,0.30316742081447967,0.0,0.0,0.0,0.29357798165137616,0.0047169811320754715,0.0,0.0,0.04127928597991818,0.04913646314765264,0.0,0.0,0.0048543689320388345,0.08552631578947367,0.097953216374269,0.03333333333333333,0.08667529107373868,0.5074626865,0.5,0.082687338501292,0.0,0.043010752688172046,0.17582417582417584,0.24330671676843588,0.11827956989247312,0.13224325874928283,0.23861386138613863,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.08333333333333333,0.0,0.011904761904761904,0.07692307692307693,0.0,0.2,0.013409961685823753,0.007246376811594203,0.0,0.047619047619047616,0.0,0.018867924528301886,0.5,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.46428571428571425,0.31674208144796384,0.00847457627118644,0.023121387283236993,0.09090909090909091,0.32568807339449546,0.023584905660377357,0.0016835016835016834,0.25,0.24618817404239493,0.3227925079056191,0.009224578238662746,0.000426257,0.009708737864077669,0.05263157894736842,0.1388888888888889,0.03333333333333333,0.23932729624838295,0.5,0.985915493,0.24031007751937986,0.07279632853932584,0.11267605634408603,0.26373626373626374,0.17989666510098637,0.03225806451612903,0.18125248245730174,0.1425742574257426,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.08333333333333333,0.05263157894736842,0.011904761904761904,0.07692307692307693,0.041666666666666664,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.009433962264150943,0.5,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02459016393442623,0.0,0.013574660633484163,0.0,0.0,0.0,0.0045871559633027525,0.0,0.0,0.0,0.002975083674228338,0.0009729992702505473,0.0,0.0,0.0,0.0,0.0043859649122807015,0.03333333333333333,0.00388098318240621,0.0,0.5,0.0012919896640826874,0.0,0.043010752688172046,0.26373626373626374,0.17989666510098637,0.03225806451612903,0.18125248245730174,0.1425742574257426,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.08333333333333333,0.0,0.011904761904761904,0.07692307692307693,0.0,0.1,0.003831417624521073,0.0,0.0,0.023809523809523808,0.0,0.03773584905660377,1.0,0.0,0.0,0.16,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.03619909502262444,0.00847457627118644,0.028901734104046242,0.05844155844155845,0.04128440366972477,0.018867924528301886,0.0303030303030303,0.5,0.013759761993306061,0.018730235952323034,0.0011762885002321623,0.166666667,0.0,0.07894736842105263,0.04239766081871345,0.03333333333333333,0.01423027166882277,0.46875,1.0,0.015503875968992248,0.014981273393258422,0.05734767023655914,0.39560439560439564,0.17613903240958195,0.043010752688172046,0.11004457389999558,0.1419141914191419,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.05263157894736842,0.011904761904761904,0.07692307692307693,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.5,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0005578281889178133,0.001459498905375821,0.0,0.0,0.0,0.0,0.0014619883040935672,0.03333333333333333,0.00129366106080207,0.0,0.5,0.002583979328165375,0.0,0.043010752688172046,0.08791208791208792,0.04837952090183185,0.08602150537634409,0.02857584182885388,0.043234323432343236,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.05263157894736842,0.011904761904761904,0.07692307692307693,0.041666666666666664,0.1,0.003831417624521073,0.0,0.0,0.0,0.0,0.018867924528301886,1.0,0.0,0.016666666666666666,0.08,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0497737556561086,0.01694915254237288,0.005780346820809248,0.006493506493506494,0.045871559633027525,0.018867924528301886,0.0101010101010101,0.375,0.015433246560059502,0.018000486499635125,0.0006190992106485065,0.527272727,0.0048543689320388345,0.02631578947368421,0.03070175438596491,0.03333333333333333,0.02457956015523933,0.409090909,0.8846153845,0.023255813953488372,0.02996254683146067,0.07741935483870968,0.08791208791208792,0.04837952090183185,0.08602150537634409,0.02857584182885388,0.043234323432343236,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.04524886877828055,0.0,0.0,0.0,0.05045871559633028,0.0,0.0,0.0,0.014875418371141688,0.020189734857698857,0.0,0.0,0.0,0.039473684210526314,0.014619883040935672,0.03333333333333333,0.0129366106080207,0.0,0.5,0.014211886304909561,0.0,0.043010752688172046,0.08791208791208792,0.04837952090183185,0.08602150537634409,0.02857584182885388,0.043234323432343236,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
