NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,isStatic_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,isStatic_method,is_long_method
0.0,0.0,0.0,0.0,0.0,0.0,0.0017652250661959403,0.0,0.0,0.0,0.0,0.00558659217877095,1.0,0.03333333333333333,0.014285714285714285,0.015384615384615385,0.05555555555555555,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.010204081632653062,0.02857142857142857,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.05061349693251534,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.041666666666666664,0.0029850746268656717,1.0,0.75,0.00299625468164794,0.019230769230769232,0.019230769230769232,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0,0
0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0035304501323918805,0.0,0.0,0.013513513513513514,0.0,0.0111731843575419,0.0,0.03333333333333333,0.014285714285714285,0.0,0.0,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.010204081632653062,0.02857142857142857,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.05061349693251534,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.041666666666666664,0.0029850746268656717,1.0,0.75,0.00299625468164794,0.019230769230769232,0.019230769230769232,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0,0
0.034482758620689655,0.0,0.024096385542168676,0.07142857142857142,0.0,0.1,0.008826125330979701,0.004048582995951417,0.0,0.02027027027027027,0.0,0.02793296089385475,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.010204081632653062,0.02857142857142857,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.05061349693251534,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.041666666666666664,0.0029850746268656717,1.0,0.75,0.00299625468164794,0.019230769230769232,0.019230769230769232,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0,0
0.034482758620689655,0.0,0.024096385542168676,0.07142857142857142,0.0,0.1,0.008826125330979701,0.004048582995951417,0.0,0.02027027027027027,0.0,0.02793296089385475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010204081632653062,0.02857142857142857,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.05061349693251534,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.041666666666666664,0.0029850746268656717,1.0,0.75,0.00299625468164794,0.019230769230769232,0.019230769230769232,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0,0
0.0,0.0,0.060240963855421686,0.14285714285714285,0.0,0.20000000000000004,0.02471315092674316,0.016194331983805668,0.0,0.05405405405405406,0.0,0.0670391061452514,0.28571399999999997,0.03333333333333333,0.04285714285714286,0.03076923076923077,0.0,0.03896103896103896,0.0,0.333333,0.0,0.0,0.0,0.0,0.02857142857142857,0.012254901960784314,0.014492753623188406,0.0,0.030303030303030304,0.05061349693251534,0.33333333333333337,0.00429553264604811,0.004332755632582322,0.013215859030837006,1.0,0.046153846153846156,0.06976744186046512,0.10159362549800796,0.041666666666666664,0.0014925373134328358,0.0,0.625,0.00149812734082397,0.15384615384615385,0.15384615384615385,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026455026455026454,0.0020964360587002098,0.0,0.0,0.0,0
0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0017652250661959403,0.0,0.0,0.013513513513513514,0.0,0.0111731843575419,0.0,0.03333333333333333,0.014285714285714285,0.0,0.0,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.006122448979591837,0.02857142857142857,0.0,0.014492753623188406,0.006237006237006237,0.0,0.024539877300613498,0.5,0.0018613974799541809,0.0018775274407856729,0.01762114537444934,1.0,0.0,0.011627906976744186,0.01593625498007968,0.041666666666666664,0.001119402985074627,0.0,1.0,0.0011235955056179776,0.0,0.0,0.007,0.02698980996970532,0.058823529411764705,0.03056891826725162,0.02179226069246436,0.005263157894736842,0.0,0.003436426116838488,0.0,0.0,0.010942962934293199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.010582010582010581,0.0,0.0,0.5,0.0,0
0.13793103448275862,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0017652250661959403,0.0,0.0,0.02702702702702703,0.0,0.0223463687150838,0.0,0.03333333333333333,0.014285714285714285,0.0,0.0,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.006122448979591837,0.02857142857142857,0.0,0.014492753623188406,0.006237006237006237,0.0,0.024539877300613498,0.5,0.0018613974799541809,0.0018775274407856729,0.01762114537444934,1.0,0.0,0.011627906976744186,0.01593625498007968,0.041666666666666664,0.001119402985074627,0.0,1.0,0.0011235955056179776,0.0,0.0,0.007,0.02698980996970532,0.058823529411764705,0.03056891826725162,0.02179226069246436,0.005263157894736842,0.0,0.003436426116838488,0.0,0.0,0.010942962934293199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.010582010582010581,0.0,0.0,0.5,0.0,0
0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0017652250661959403,0.0,0.0,0.02027027027027027,0.0,0.01675977653631285,0.0,0.03333333333333333,0.014285714285714285,0.0,0.0,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.006122448979591837,0.02857142857142857,0.0,0.014492753623188406,0.006237006237006237,0.0,0.024539877300613498,0.5,0.0018613974799541809,0.0018775274407856729,0.01762114537444934,1.0,0.0,0.011627906976744186,0.01593625498007968,0.041666666666666664,0.001119402985074627,0.0,1.0,0.0011235955056179776,0.0,0.0,0.007,0.02698980996970532,0.058823529411764705,0.03056891826725162,0.02179226069246436,0.005263157894736842,0.0,0.003436426116838488,0.0,0.0,0.010942962934293199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.010582010582010581,0.0,0.0,0.5,0.0,0
0.0,0.0,0.12048192771084337,0.21428571428571427,0.0,0.20000000000000004,0.02824360105913504,0.020242914979757085,0.0,0.04054054054054054,0.0,0.12849162011173185,0.294118,0.16666666666666666,0.08571428571428572,0.07692307692307693,0.16666666666666666,0.07792207792207792,0.0,0.833333,0.2,0.0,0.043478260869565216,0.05714285714285715,0.02857142857142857,0.25980392156862747,0.36231884057971014,0.058212058212058215,0.04040404040404041,0.0015337423312883436,0.0,0.19558991981672394,0.1972848064702484,0.2246696035242291,1.0,0.0,0.313953488372093,0.17131474103585656,0.041666666666666664,0.12201492537313433,0.723214,1.0,0.12247191011235956,0.3965517307692308,0.3965517307692308,0.007,0.02698980996970532,0.058823529411764705,0.03056891826725162,0.02179226069246436,0.005263157894736842,0.0,0.003436426116838488,0.0,0.0,0.010942962934293199,0.0,0.010638297872340425,0.0,0.13043478260869565,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.018518518518518517,0.0700280112044818,0.0,0.0,0.0,0.0,0.07407407407407407,0.09375,0.0,0.0,0.16216216216216217,0.06084656084656084,0.05660377358490566,0.0,0.25,0.0,0
0.1724137931034483,0.0,0.10843373493975904,0.14285714285714285,0.0,0.30000000000000004,0.04148278905560459,0.03643724696356275,0.0,0.04054054054054054,0.0,0.09497206703910614,0.166667,0.03333333333333333,0.04285714285714286,0.03076923076923077,0.3333333333333333,0.03896103896103896,0.0,0.333333,0.2,0.0,0.043478260869565216,0.05714285714285715,0.02857142857142857,0.25980392156862747,0.36231884057971014,0.058212058212058215,0.04040404040404041,0.0015337423312883436,0.0,0.19558991981672394,0.1972848064702484,0.2246696035242291,1.0,0.0,0.313953488372093,0.17131474103585656,0.041666666666666664,0.12201492537313433,0.723214,1.0,0.12247191011235956,0.3965517307692308,0.3965517307692308,0.007,0.02698980996970532,0.058823529411764705,0.03056891826725162,0.02179226069246436,0.005263157894736842,0.0,0.003436426116838488,0.0,0.0,0.010942962934293199,0.0,0.010638297872340425,0.0,0.13043478260869565,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.018518518518518517,0.0700280112044818,0.0,0.0,0.0,0.0,0.07407407407407407,0.09375,0.0,0.0,0.16216216216216217,0.06084656084656084,0.05660377358490566,0.0,0.25,0.0,0
